,GO_ID,GO_term,GO_term_count
10635,GO:0006265,DNA topological change,1
3287,GO:0051496,positive regulation of stress fiber assembly,1
10660,GO:0032479,regulation of type I interferon production,1
10661,GO:0032897,negative regulation of viral transcription,1
10662,GO:0043130,ubiquitin binding,1
10663,GO:0051155,positive regulation of striated muscle cell differentiation,1
10664,GO:0061564,axon development,1
10665,GO:1902187,negative regulation of viral release from host cell,1
10666,GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,1
10667,GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,1
10668,GO:1903883,positive regulation of interleukin-17-mediated signaling pathway,1
10669,GO:1903886,positive regulation of chemokine (C-C motif) ligand 20 production,1
10670,GO:2000147,positive regulation of cell motility,1
10671,GO:0051604,protein maturation,1
10672,GO:0072594,establishment of protein localization to organelle,1
10673,GO:0003823,antigen binding,1
10674,GO:0006941,striated muscle contraction,1
10675,GO:0008307,structural constituent of muscle,1
10676,GO:0010737,protein kinase A signaling,1
10677,GO:0030240,skeletal muscle thin filament assembly,1
10657,GO:0009411,response to UV,1
10656,GO:0007014,actin ubiquitination,1
10655,GO:0005863,striated muscle myosin thick filament,1
10644,GO:1904837,beta-catenin-TCF complex assembly,1
10636,GO:0000124,SAGA complex,1
10637,GO:0000125,PCAF complex,1
10638,GO:0000812,Swr1 complex,1
10639,GO:0016578,histone deubiquitination,1
10640,GO:0030914,STAGA complex,1
10641,GO:0033276,transcription factor TFTC complex,1
10642,GO:0035267,NuA4 histone acetyltransferase complex,1
10643,GO:0043968,histone H2A acetylation,1
10645,GO:0000179,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",1
10654,GO:0048208,COPII vesicle coating,1
10646,GO:0006390,mitochondrial transcription,1
10647,GO:0006391,transcription initiation from mitochondrial promoter,1
10648,GO:0007005,mitochondrion organization,1
10649,GO:0031167,rRNA methylation,1
10650,GO:0034246,mitochondrial transcription factor activity,1
10651,GO:0042645,mitochondrial nucleoid,1
10652,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,1
10653,GO:0030008,TRAPP complex,1
10589,GO:0002605,negative regulation of dendritic cell antigen processing and presentation,1
10587,GO:0002544,chronic inflammatory response,1
10679,GO:0031433,telethonin binding,1
10534,GO:0002262,myeloid cell homeostasis,1
10514,GO:0030117,membrane coat,1
10515,GO:0030132,clathrin coat of coated pit,1
10516,GO:0034595,phosphatidylinositol phosphate 5-phosphatase activity,1
10517,GO:0043812,phosphatidylinositol-4-phosphate phosphatase activity,1
10518,GO:0046856,phosphatidylinositol dephosphorylation,1
10519,GO:1904980,positive regulation of endosome organization,1
10520,GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,1
10521,GO:0001181,RNA polymerase I general transcription initiation factor activity,1
10522,GO:0001188,RNA polymerase I preinitiation complex assembly,1
10523,GO:0006360,transcription by RNA polymerase I,1
10524,GO:0006362,transcription elongation from RNA polymerase I promoter,1
10525,GO:0006363,termination of RNA polymerase I transcription,1
10526,GO:0005776,autophagosome,1
10527,GO:0030122,AP-2 adaptor complex,1
10528,GO:0030904,retromer complex,1
10529,GO:0035612,AP-2 adaptor complex binding,1
10530,GO:0042594,response to starvation,1
10531,GO:1905394,retromer complex binding,1
10532,GO:1990316,Atg1/ULK1 kinase complex,1
10513,GO:0016191,synaptic vesicle uncoating,1
10512,GO:0012506,vesicle membrane,1
10511,GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",1
10500,GO:0070937,CRD-mediated mRNA stability complex,1
10490,GO:0071364,cellular response to epidermal growth factor stimulus,1
10491,GO:1990314,cellular response to insulin-like growth factor stimulus,1
10492,GO:0005215,transporter activity,1
10495,GO:0098850,extrinsic component of synaptic vesicle membrane,1
10496,GO:0098993,anchored component of synaptic vesicle membrane,1
10497,GO:0006396,RNA processing,1
10498,GO:0048027,mRNA 5'-UTR binding,1
10499,GO:0070934,CRD-mediated mRNA stabilization,1
10501,GO:0071204,histone pre-mRNA 3'end processing complex,1
10510,GO:0004438,phosphatidylinositol-3-phosphatase activity,1
10502,GO:0071346,cellular response to interferon-gamma,1
10503,GO:0097452,GAIT complex,1
10504,GO:0005521,lamin binding,1
10505,GO:0006997,nucleus organization,1
10506,GO:0007030,Golgi organization,1
10507,GO:0034993,meiotic nuclear membrane microtubule tethering complex,1
10508,GO:0090292,nuclear matrix anchoring at nuclear membrane,1
10509,GO:0140444,cytoskeleton-nuclear membrane anchor activity,1
10533,GO:0000303,response to superoxide,1
10535,GO:0004784,superoxide dismutase activity,1
10586,GO:0002040,sprouting angiogenesis,1
10536,GO:0005507,copper ion binding,1
10563,GO:0038146,chemokine (C-X-C motif) ligand 12 signaling pathway,1
10564,GO:1901017,negative regulation of potassium ion transmembrane transporter activity,1
10565,GO:1901380,negative regulation of potassium ion transmembrane transport,1
10566,GO:1905408,negative regulation of creatine transmembrane transporter activity,1
10567,GO:1990869,cellular response to chemokine,1
10568,GO:2000650,negative regulation of sodium ion transmembrane transporter activity,1
10569,GO:0019896,axonal transport of mitochondrion,1
10570,GO:1990048,anterograde neuronal dense core vesicle transport,1
10571,GO:0000801,central element,1
3087,GO:1900383,regulation of synaptic plasticity by receptor localization to synapse,1
10574,GO:0048499,synaptic vesicle membrane organization,1
10575,GO:2000474,regulation of opioid receptor signaling pathway,1
10576,GO:0005544,calcium-dependent phospholipid binding,1
10577,GO:0017158,regulation of calcium ion-dependent exocytosis,1
3350,GO:1905168,positive regulation of double-strand break repair via homologous recombination,1
10580,GO:0007129,homologous chromosome pairing at meiosis,1
10581,GO:0045141,meiotic telomere clustering,1
10584,GO:0001953,negative regulation of cell-matrix adhesion,1
10585,GO:0001968,fibronectin binding,1
10562,GO:0036438,maintenance of lens transparency,1
10561,GO:0023016,signal transduction by trans-phosphorylation,1
10560,GO:0023014,signal transduction by protein phosphorylation,1
10545,GO:0035722,interleukin-12-mediated signaling pathway,1
10537,GO:0005758,mitochondrial intermembrane space,1
10538,GO:0008089,anterograde axonal transport,1
10539,GO:0010033,response to organic substance,1
10540,GO:0019430,removal of superoxide radicals,1
10541,GO:0030346,protein phosphatase 2B binding,1
10542,GO:0031045,dense core granule,1
10543,GO:0032287,peripheral nervous system myelin maintenance,1
10544,GO:0032930,positive regulation of superoxide anion generation,1
10546,GO:0042554,superoxide anion generation,1
10559,GO:0010820,positive regulation of T cell chemotaxis,1
10547,GO:0045541,negative regulation of cholesterol biosynthetic process,1
10550,GO:0046620,regulation of organ growth,1
10551,GO:0046677,response to antibiotic,1
10552,GO:0046688,response to copper ion,1
10555,GO:0060088,auditory receptor cell stereocilium organization,1
10556,GO:0072593,reactive oxygen species metabolic process,1
10557,GO:0097332,response to antipsychotic drug,1
10558,GO:1902177,positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,1
10678,GO:0030241,skeletal muscle myosin thick filament assembly,1
10680,GO:0031674,I band,1
10487,GO:0038203,TORC2 signaling,1
10819,GO:0044829,positive regulation by host of viral genome replication,1
10798,GO:0090344,negative regulation of cell aging,1
10799,GO:1903204,negative regulation of oxidative stress-induced neuron death,1
10800,GO:1904953,Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,1
10801,GO:1904954,canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,1
10802,GO:0000054,ribosomal subunit export from nucleus,1
10803,GO:0000055,ribosomal large subunit export from nucleus,1
10804,GO:0000056,ribosomal small subunit export from nucleus,1
3207,GO:1901981,phosphatidylinositol phosphate binding,1
10807,GO:0005049,nuclear export signal receptor activity,1
10808,GO:0005642,annulate lamellae,1
10809,GO:0006913,nucleocytoplasmic transport,1
10810,GO:0010824,regulation of centrosome duplication,1
10811,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,1
10812,GO:0042254,ribosome biogenesis,1
10813,GO:0046825,regulation of protein export from nucleus,1
10814,GO:0005671,Ada2/Gcn5/Ada3 transcription activator complex,1
10815,GO:0140030,modification-dependent protein binding,1
10816,GO:0008186,RNA-dependent ATPase activity,1
10817,GO:0034458,3'-5' RNA helicase activity,1
10797,GO:0071425,hematopoietic stem cell proliferation,1
10796,GO:0070365,hepatocyte differentiation,1
10795,GO:0061184,positive regulation of dermatome development,1
10784,GO:0021527,spinal cord association neuron differentiation,1
10776,GO:0090279,regulation of calcium ion import,1
10777,GO:1903288,positive regulation of potassium ion import across plasma membrane,1
10778,GO:1904062,regulation of cation transmembrane transport,1
10779,GO:2000651,positive regulation of sodium ion transmembrane transporter activity,1
10780,GO:0000578,embryonic axis specification,1
10781,GO:0005125,cytokine activity,1
10782,GO:0010812,negative regulation of cell-substrate adhesion,1
10783,GO:0016015,morphogen activity,1
10785,GO:0021536,diencephalon development,1
10794,GO:0060061,Spemann organizer formation,1
10786,GO:0021551,central nervous system morphogenesis,1
10787,GO:0021588,cerebellum formation,1
10788,GO:0022004,midbrain-hindbrain boundary maturation during brain development,1
10789,GO:0022408,negative regulation of cell-cell adhesion,1
10790,GO:0033278,cell proliferation in midbrain,1
10791,GO:0036520,astrocyte-dopaminergic neuron signaling,1
10792,GO:0042770,signal transduction in response to DNA damage,1
10793,GO:0048018,receptor ligand activity,1
10818,GO:0035770,ribonucleoprotein granule,1
10820,GO:0048599,oocyte development,1
10774,GO:0019870,potassium channel inhibitor activity,1
10821,GO:0051729,"germline cell cycle switching, mitotic to meiotic cell cycle",1
10846,GO:0071475,cellular hyperosmotic salinity response,1
10847,GO:0071480,cellular response to gamma radiation,1
10848,GO:0071481,cellular response to X-ray,1
10849,GO:0075713,establishment of integrated proviral latency,1
10850,GO:0097680,double-strand break repair via classical nonhomologous end joining,1
10851,GO:0008426,protein kinase C inhibitor activity,1
10852,GO:0045664,regulation of neuron differentiation,1
10853,GO:0071901,negative regulation of protein serine/threonine kinase activity,1
10854,GO:0001823,mesonephros development,1
10855,GO:0016605,PML body,1
10856,GO:0030099,myeloid cell differentiation,1
10857,GO:0032332,positive regulation of chondrocyte differentiation,1
10858,GO:0035136,forelimb morphogenesis,1
10859,GO:0042733,embryonic digit morphogenesis,1
10860,GO:0048133,male germ-line stem cell asymmetric division,1
10861,GO:0051138,positive regulation of NK T cell differentiation,1
10862,GO:0061036,positive regulation of cartilage development,1
10863,GO:0031124,mRNA 3'-end processing,1
10864,GO:0032266,phosphatidylinositol-3-phosphate binding,1
10845,GO:0051575,5'-deoxyribose-5-phosphate lyase activity,1
10844,GO:0045027,DNA end binding,1
10843,GO:0043564,Ku70:Ku80 complex,1
10830,GO:0060306,regulation of membrane repolarization,1
10822,GO:0070063,RNA polymerase binding,1
10823,GO:1990247,N6-methyladenosine-containing RNA binding,1
10824,GO:0003064,regulation of heart rate by hormone,1
10825,GO:0005246,calcium channel regulator activity,1
10826,GO:0035329,hippo signaling,1
10827,GO:0046827,positive regulation of protein export from nucleus,1
10828,GO:0050815,phosphoserine residue binding,1
10829,GO:0051219,phosphoprotein binding,1
10831,GO:0090724,central region of growth cone,1
10842,GO:0030332,cyclin binding,1
10832,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,1
10835,GO:1901016,regulation of potassium ion transmembrane transporter activity,1
10836,GO:1902309,negative regulation of peptidyl-serine dephosphorylation,1
10837,GO:1905913,negative regulation of calcium ion export across plasma membrane,1
10838,GO:0003684,damaged DNA binding,1
10839,GO:0003691,double-stranded telomeric DNA binding,1
10840,GO:0006266,DNA ligation,1
10841,GO:0008094,DNA-dependent ATPase activity,1
10775,GO:0090188,negative regulation of pancreatic juice secretion,1
10773,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,1
10681,GO:0035995,detection of muscle stretch,1
10726,GO:0060113,inner ear receptor cell differentiation,1
10704,GO:0070531,BRCA1-A complex,1
10705,GO:0070537,histone H2A K63-linked deubiquitination,1
10706,GO:0072425,signal transduction involved in G2 DNA damage checkpoint,1
10707,GO:0019992,diacylglycerol binding,1
10708,GO:0060384,innervation,1
10709,GO:0061789,dense core granule priming,1
10710,GO:0098831,presynaptic active zone cytoplasmic component,1
10711,GO:0099011,neuronal dense core vesicle exocytosis,1
10712,GO:0099525,presynaptic dense core vesicle exocytosis,1
10713,GO:1900451,positive regulation of glutamate receptor signaling pathway,1
10714,GO:0005261,cation channel activity,1
10715,GO:0034703,cation channel complex,1
10716,GO:0055080,cation homeostasis,1
10717,GO:0001889,liver development,1
10720,GO:0002141,stereocilia ankle link,1
10721,GO:0002142,stereocilia ankle link complex,1
10722,GO:0005518,collagen binding,1
10723,GO:0035315,hair cell differentiation,1
10724,GO:0045184,establishment of protein localization,1
10703,GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,1
10702,GO:0010212,response to ionizing radiation,1
10701,GO:0051415,microtubule nucleation by interphase microtubule organizing center,1
10690,GO:0060048,cardiac muscle contraction,1
10682,GO:0042805,actinin binding,1
10683,GO:0045214,sarcomere organization,1
10684,GO:0048739,cardiac muscle fiber development,1
10685,GO:0048769,sarcomerogenesis,1
10686,GO:0050790,regulation of catalytic activity,1
10687,GO:0051371,muscle alpha-actinin binding,1
10688,GO:0055003,cardiac myofibril assembly,1
10689,GO:0055008,cardiac muscle tissue morphogenesis,1
10691,GO:0097493,structural molecule activity conferring elasticity,1
10700,GO:0051225,spindle assembly,1
10692,GO:0014850,response to muscle activity,1
10693,GO:0019725,cellular homeostasis,1
10694,GO:0032963,collagen metabolic process,1
10695,GO:0048871,multicellular organismal homeostasis,1
10696,GO:0030156,benzodiazepine receptor binding,1
10697,GO:0000923,equatorial microtubule organizing center,1
10698,GO:0007020,microtubule nucleation,1
10699,GO:0008274,gamma-tubulin ring complex,1
10725,GO:0048496,maintenance of animal organ identity,1
10727,GO:0060171,stereocilium membrane,1
10772,GO:0010766,negative regulation of sodium ion transport,1
10728,GO:1990075,periciliary membrane compartment,1
10753,GO:0060716,labyrinthine layer blood vessel development,1
10754,GO:1901491,negative regulation of lymphangiogenesis,1
10755,GO:2000772,regulation of cellular senescence,1
10756,GO:0007595,lactation,1
10757,GO:0010980,positive regulation of vitamin D 24-hydroxylase activity,1
10758,GO:0038183,bile acid signaling pathway,1
10759,GO:0038186,lithocholic acid receptor activity,1
10760,GO:0045618,positive regulation of keratinocyte differentiation,1
10761,GO:0046965,retinoid X receptor binding,1
10762,GO:0060058,positive regulation of apoptotic process involved in mammary gland involution,1
10763,GO:0060558,regulation of calcidiol 1-monooxygenase activity,1
10764,GO:0060745,mammary gland branching involved in pregnancy,1
10765,GO:0070561,vitamin D receptor signaling pathway,1
10766,GO:0070644,vitamin D response element binding,1
10767,GO:1902098,calcitriol binding,1
10768,GO:1902121,lithocholic acid binding,1
10769,GO:0006884,cell volume homeostasis,1
10770,GO:0007231,osmosensory signaling pathway,1
10771,GO:0010765,positive regulation of sodium ion transport,1
10752,GO:0038007,netrin-activated signaling pathway,1
10751,GO:0021859,pyramidal neuron differentiation,1
10750,GO:0005042,netrin receptor activity,1
10739,GO:0006569,tryptophan catabolic process,1
10729,GO:1990696,USH2 complex,1
10730,GO:0004197,cysteine-type endopeptidase activity,1
10731,GO:0004843,thiol-dependent ubiquitin-specific protease activity,1
10732,GO:0008234,cysteine-type peptidase activity,1
10735,GO:0001851,complement component C3b binding,1
10736,GO:0006957,"complement activation, alternative pathway",1
10737,GO:0045957,"negative regulation of complement activation, alternative pathway",1
10738,GO:0004833,"tryptophan 2,3-dioxygenase activity",1
10740,GO:0019441,tryptophan catabolic process to kynurenine,1
10749,GO:0070979,protein K11-linked ubiquitination,1
10741,GO:0019442,tryptophan catabolic process to acetyl-CoA,1
10742,GO:0019825,oxygen binding,1
10743,GO:0051289,protein homotetramerization,1
10744,GO:1904842,response to nitroglycerin,1
10745,GO:0004447,iodide peroxidase activity,1
10746,GO:0006590,thyroid hormone generation,1
10747,GO:0042446,hormone biosynthetic process,1
10748,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,1
3039,GO:0097755,positive regulation of blood vessel diameter,1
10486,GO:0036120,cellular response to platelet-derived growth factor stimulus,1
10066,GO:2000473,positive regulation of hematopoietic stem cell migration,1
10229,GO:0071005,U2-type precatalytic spliceosome,1
10198,GO:0097187,dentinogenesis,1
10199,GO:1901331,positive regulation of odontoblast differentiation,1
10200,GO:2000098,negative regulation of smooth muscle cell-matrix adhesion,1
10209,GO:0018024,histone-lysine N-methyltransferase activity,1
10210,GO:0045869,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate,1
3722,GO:0032259,methylation,1
3721,GO:0030187,melatonin biosynthetic process,1
3720,GO:0019438,aromatic compound biosynthetic process,1
3719,GO:0017096,acetylserotonin O-methyltransferase activity,1
3718,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,1
3717,GO:0008172,S-methyltransferase activity,1
3716,GO:0008171,O-methyltransferase activity,1
10219,GO:0007059,chromosome segregation,1
10220,GO:0000245,spliceosomal complex assembly,1
10221,GO:0000375,"RNA splicing, via transesterification reactions",1
10222,GO:0005686,U2 snRNP,1
10223,GO:0005689,U12-type spliceosomal complex,1
10226,GO:0034693,U11/U12 snRNP,1
9503,GO:0036486,ventral trunk neural crest cell migration,1
10197,GO:0090399,replicative senescence,1
10196,GO:0090026,positive regulation of monocyte chemotaxis,1
10195,GO:0061044,negative regulation of vascular wound healing,1
2235,GO:0004016,adenylate cyclase activity,1
10174,GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase,1
10175,GO:0033814,propanoyl-CoA C-acyltransferase activity,1
10176,GO:0036042,long-chain fatty acyl-CoA binding,1
10177,GO:0050632,propionyl-CoA C2-trimethyltridecanoyltransferase activity,1
10178,GO:0050633,acetyl-CoA C-myristoyltransferase activity,1
10179,GO:0070538,oleic acid binding,1
10180,GO:1901373,lipid hydroperoxide transport,1
10181,GO:0048814,regulation of dendrite morphogenesis,1
2323,GO:0006171,cAMP biosynthetic process,1
3783,GO:0007600,sensory perception,1
10186,GO:0014912,negative regulation of smooth muscle cell migration,1
3789,GO:0014061,regulation of norepinephrine secretion,1
3788,GO:0014057,"positive regulation of acetylcholine secretion, neurotransmission",1
10189,GO:0032757,positive regulation of interleukin-8 production,1
10190,GO:0033629,negative regulation of cell adhesion mediated by integrin,1
10191,GO:0035491,positive regulation of leukotriene production involved in inflammatory response,1
10192,GO:0048260,positive regulation of receptor-mediated endocytosis,1
3787,GO:0014049,positive regulation of glutamate secretion,1
2381,GO:0045111,intermediate filament cytoskeleton,1
10232,GO:1990935,splicing factor binding,1
10172,GO:0032385,positive regulation of intracellular cholesterol transport,1
10233,GO:0005921,gap junction,1
10261,GO:0070779,D-aspartate import across plasma membrane,1
10262,GO:0098712,L-glutamate import across plasma membrane,1
10263,GO:0099544,perisynaptic space,1
10264,GO:0140009,L-aspartate import across plasma membrane,1
10265,GO:0140010,D-aspartate transmembrane transporter activity,1
10266,GO:0150002,distal dendrite,1
10267,GO:1903712,cysteine transmembrane transport,1
10268,GO:1990635,proximal dendrite,1
2607,GO:0032088,negative regulation of NF-kappaB transcription factor activity,1
2656,GO:0002376,immune system process,1
10272,GO:0009914,hormone transport,1
2657,GO:0004019,adenylosuccinate synthase activity,1
2658,GO:0006167,AMP biosynthetic process,1
2659,GO:0006531,aspartate metabolic process,1
2660,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,1
10277,GO:0015636,short-chain fatty acid transmembrane transporter activity,1
2661,GO:0014074,response to purine-containing compound,1
2662,GO:0042301,phosphate ion binding,1
10280,GO:0015913,short-chain fatty acid import,1
2508,GO:0044209,AMP salvage,1
10258,GO:0070777,D-aspartate transport,1
10257,GO:0070633,transepithelial transport,1
10246,GO:0015108,chloride transmembrane transporter activity,1
10234,GO:0032483,regulation of Rab protein signal transduction,1
10235,GO:0032486,Rap protein signal transduction,1
10236,GO:0048227,plasma membrane to endosome transport,1
10239,GO:0051865,protein autoubiquitination,1
2395,GO:1904322,cellular response to forskolin,1
2396,GO:0004001,adenosine kinase activity,1
10244,GO:0005314,high-affinity glutamate transmembrane transporter activity,1
10245,GO:0010460,positive regulation of heart rate,1
2499,GO:0006166,purine ribonucleoside salvage,1
10256,GO:0051938,L-glutamate import,1
2500,GO:0006175,dATP biosynthetic process,1
10249,GO:0015501,glutamate:sodium symporter activity,1
2501,GO:0009156,ribonucleoside monophosphate biosynthetic process,1
2507,GO:0043101,purine-containing compound salvage,1
10252,GO:0016595,glutamate binding,1
10253,GO:0033229,cysteine transmembrane transporter activity,1
10254,GO:0036475,neuron death in response to oxidative stress,1
10255,GO:0042883,cysteine transport,1
10173,GO:0032934,sterol binding,1
10169,GO:0006699,bile acid biosynthetic process,1
2664,GO:0046040,IMP metabolic process,1
10116,GO:0009968,negative regulation of signal transduction,1
3976,GO:0008333,endosome to lysosome transport,1
10091,GO:0009566,fertilization,1
3975,GO:0007171,activation of transmembrane receptor protein tyrosine kinase activity,1
3958,GO:0004941,beta2-adrenergic receptor activity,1
10094,GO:0034990,nuclear mitotic cohesin complex,1
3957,GO:0002032,desensitization of G protein-coupled receptor signaling pathway by arrestin,1
3952,GO:0002025,norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure,1
10097,GO:0051177,meiotic sister chromatid cohesion,1
3951,GO:0002024,diet induced thermogenesis,1
3950,GO:2001235,positive regulation of apoptotic signaling pathway,1
10100,GO:1990414,replication-born double-strand break repair via sister chromatid exchange,1
3927,GO:0060080,inhibitory postsynaptic potential,1
3908,GO:0051393,alpha-actinin binding,1
3889,GO:0048143,astrocyte activation,1
3888,GO:0046636,negative regulation of alpha-beta T cell activation,1
10111,GO:1900180,regulation of protein localization to nucleus,1
10112,GO:0006998,nuclear envelope organization,1
10113,GO:0007084,mitotic nuclear envelope reassembly,1
10114,GO:0071782,endoplasmic reticulum tubular network,1
3981,GO:0010739,positive regulation of protein kinase A signaling,1
10088,GO:0007064,mitotic sister chromatid cohesion,1
2191,GO:0048549,positive regulation of pinocytosis,1
10075,GO:0019806,bromide peroxidase activity,1
10067,GO:2000648,positive regulation of stem cell proliferation,1
10068,GO:0045294,alpha-catenin binding,1
10069,GO:0045295,gamma-catenin binding,1
10070,GO:0070097,delta-catenin binding,1
10071,GO:0071354,cellular response to interleukin-6,1
10072,GO:0097677,STAT family protein binding,1
10073,GO:1904893,negative regulation of receptor signaling pathway via STAT,1
10074,GO:0005152,interleukin-1 receptor antagonist activity,1
10076,GO:0035773,insulin secretion involved in cellular response to glucose stimulus,1
2169,GO:0048384,retinoic acid receptor signaling pathway,1
10077,GO:0045055,regulated exocytosis,1
10078,GO:0045335,phagocytic vesicle,1
10079,GO:0070164,negative regulation of adiponectin secretion,1
10080,GO:0071468,cellular response to acidic pH,1
10081,GO:2000008,regulation of protein localization to cell surface,1
10082,GO:0031489,myosin V binding,1
10083,GO:0032482,Rab protein signal transduction,1
10084,GO:0000779,"condensed chromosome, centromeric region",1
10115,GO:0071786,endoplasmic reticulum tubular network organization,1
10117,GO:0031681,G-protein beta-subunit binding,1
10168,GO:0003988,acetyl-CoA C-acyltransferase activity,1
3887,GO:0045938,"positive regulation of circadian sleep/wake cycle, sleep",1
10144,GO:0010632,regulation of epithelial cell migration,1
10145,GO:0031435,mitogen-activated protein kinase kinase kinase binding,1
10146,GO:1900044,regulation of protein K63-linked ubiquitination,1
10147,GO:1902498,regulation of protein autoubiquitination,1
10150,GO:0061669,spontaneous neurotransmitter secretion,1
3833,GO:0032230,"positive regulation of synaptic transmission, GABAergic",1
3832,GO:0031802,type 5 metabotropic glutamate receptor binding,1
3831,GO:0031000,response to caffeine,1
2217,GO:1902396,protein localization to bicellular tight junction,1
10158,GO:0007276,gamete generation,1
10159,GO:0048484,enteric nervous system development,1
10160,GO:0019003,GDP binding,1
10161,GO:0030100,regulation of endocytosis,1
10162,GO:0030215,semaphorin receptor binding,1
10163,GO:0032489,regulation of Cdc42 protein signal transduction,1
10164,GO:0032507,maintenance of protein location in cell,1
10165,GO:0006814,sodium ion transport,1
10166,GO:0100001,regulation of skeletal muscle contraction by action potential,1
10167,GO:0000062,fatty-acyl-CoA binding,1
10143,GO:0043620,regulation of DNA-templated transcription in response to stress,1
10142,GO:0043555,regulation of translation in response to stress,1
10141,GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,1
10129,GO:0070534,protein K63-linked ubiquitination,1
3868,GO:0043116,negative regulation of vascular permeability,1
10122,GO:0010994,free ubiquitin chain polymerization,1
10123,GO:0032480,negative regulation of type I interferon production,1
10124,GO:0039529,RIG-I signaling pathway,1
10125,GO:0039552,RIG-I binding,1
2207,GO:0051271,negative regulation of cellular component movement,1
2208,GO:0051272,positive regulation of cellular component movement,1
10128,GO:0045088,regulation of innate immune response,1
10130,GO:0140374,antiviral innate immune response,1
10140,GO:0004712,protein serine/threonine/tyrosine kinase activity,1
10131,GO:0051059,NF-kappaB binding,1
10132,GO:0000027,ribosomal large subunit assembly,1
10133,GO:0003735,structural constituent of ribosome,1
10134,GO:0005790,smooth endoplasmic reticulum,1
10135,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,1
10136,GO:0022625,cytosolic large ribosomal subunit,1
10137,GO:0045182,translation regulator activity,1
3843,GO:0040013,negative regulation of locomotion,1
2663,GO:0044208,'de novo' AMP biosynthetic process,1
2665,GO:0060359,response to ammonium ion,1
10485,GO:0072657,protein localization to membrane,1
10429,GO:0070411,I-SMAD binding,1
2865,GO:0090624,"endoribonuclease activity, cleaving miRNA-paired mRNA",1
2866,GO:0090625,mRNA cleavage involved in gene silencing by siRNA,1
10411,GO:0035303,regulation of dephosphorylation,1
10412,GO:0051972,regulation of telomerase activity,1
10413,GO:0070034,telomerase RNA binding,1
10414,GO:0070182,DNA polymerase binding,1
10415,GO:1904354,negative regulation of telomere capping,1
2870,GO:0001991,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,1
2871,GO:0002018,renin-angiotensin regulation of aldosterone production,1
10418,GO:0007398,ectoderm development,1
2872,GO:0002033,angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure,1
2873,GO:0002035,brain renin-angiotensin system,1
2887,GO:0004945,angiotensin type II receptor activity,1
2898,GO:0007199,G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger,1
10423,GO:0032801,receptor catabolic process,1
10424,GO:0034394,protein localization to cell surface,1
10425,GO:0048185,activin binding,1
10426,GO:0061734,parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization,1
10427,GO:0061736,engulfment of target by autophagosome,1
10408,GO:0032204,regulation of telomere maintenance,1
10407,GO:0005697,telomerase holoenzyme complex,1
10406,GO:0097431,mitotic spindle pole,1
10395,GO:0015125,bile acid transmembrane transporter activity,1
10387,GO:0015174,basic amino acid transmembrane transporter activity,1
10388,GO:0015179,L-amino acid transmembrane transporter activity,1
10389,GO:1902475,L-alpha-amino acid transmembrane transport,1
10390,GO:1990822,basic amino acid transmembrane transport,1
10391,GO:0015385,sodium:proton antiporter activity,1
10392,GO:0015386,potassium:proton antiporter activity,1
10393,GO:0098719,sodium ion import across plasma membrane,1
10394,GO:0008514,organic anion transmembrane transporter activity,1
10396,GO:0015721,bile acid and bile salt transport,1
10405,GO:0070840,dynein complex binding,1
10397,GO:0000775,"chromosome, centromeric region",1
10398,GO:0006275,regulation of DNA replication,1
10399,GO:0007062,sister chromatid cohesion,1
10400,GO:0008278,cohesin complex,1
10401,GO:0036033,mediator complex binding,1
2852,GO:0035280,miRNA loading onto RISC involved in gene silencing by miRNA,1
2860,GO:0070578,RISC-loading complex,1
2861,GO:0072091,regulation of stem cell proliferation,1
10428,GO:0061753,substrate localization to autophagosome,1
10430,GO:0071211,protein targeting to vacuole involved in autophagy,1
10385,GO:0003333,amino acid transmembrane transport,1
10431,GO:0001504,neurotransmitter uptake,1
10464,GO:0006368,transcription elongation from RNA polymerase II promoter,1
10465,GO:0031491,nucleosome binding,1
