,GO_ID,GO_term,GO_term_count
5198,GO:1900220,semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis,1
6000,GO:0048146,positive regulation of fibroblast proliferation,1
5797,GO:1900452,regulation of long-term synaptic depression,1
5119,GO:0006094,gluconeogenesis,1
6002,GO:1901588,dendritic microtubule,1
5825,GO:0048041,focal adhesion assembly,1
5817,GO:0000186,activation of MAPKK activity,1
5757,GO:0007174,epidermal growth factor catabolic process,1
5199,GO:1904862,inhibitory synapse assembly,1
5989,GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,1
5777,GO:0050769,positive regulation of neurogenesis,1
5200,GO:0006801,superoxide metabolic process,1
5826,GO:0050321,tau-protein kinase activity,1
5827,GO:0051403,stress-activated MAPK cascade,1
5824,GO:0038191,neuropilin binding,1
5823,GO:0032874,positive regulation of stress-activated MAPK cascade,1
5818,GO:0004709,MAP kinase kinase kinase activity,1
5155,GO:0032735,positive regulation of interleukin-12 production,1
5158,GO:0043647,inositol phosphate metabolic process,1
5984,GO:0006914,autophagy,1
5100,GO:0071407,cellular response to organic cyclic compound,1
5760,GO:0030905,"retromer, tubulation complex",1
5759,GO:0030904,retromer complex,1
5157,GO:0040019,positive regulation of embryonic development,1
5185,GO:0048841,regulation of axon extension involved in axon guidance,1
5725,GO:0070412,R-SMAD binding,1
5099,GO:0070830,bicellular tight junction assembly,1
5156,GO:0035723,interleukin-15-mediated signaling pathway,1
5098,GO:0061098,positive regulation of protein tyrosine kinase activity,1
5154,GO:0016042,lipid catabolic process,1
5739,GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,1
5737,GO:1905305,negative regulation of cardiac myofibril assembly,1
5738,GO:2000617,positive regulation of histone H3-K9 acetylation,1
5771,GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding",1
5153,GO:0008277,regulation of G protein-coupled receptor signaling pathway,1
5189,GO:0050923,regulation of negative chemotaxis,1
5152,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,1
5772,GO:0097422,tubular endosome,1
5986,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,1
5773,GO:0048856,anatomical structure development,1
5987,GO:0090575,RNA polymerase II transcription regulator complex,1
5988,GO:0097191,extrinsic apoptotic signaling pathway,1
6001,GO:0048844,artery morphogenesis,1
5324,GO:0055069,zinc ion homeostasis,1
5977,GO:0061041,regulation of wound healing,1
5976,GO:0060327,cytoplasmic actin-based contraction involved in cell motility,1
5568,GO:0006873,cellular ion homeostasis,1
5569,GO:0006884,cell volume homeostasis,1
5570,GO:0006971,hypotonic response,1
5571,GO:0015108,chloride transmembrane transporter activity,1
5943,GO:0060389,pathway-restricted SMAD protein phosphorylation,1
5944,GO:0061649,ubiquitin modification-dependent histone binding,1
5945,GO:1900246,positive regulation of RIG-I signaling pathway,1
5574,GO:0030644,cellular chloride ion homeostasis,1
5575,GO:0040040,thermosensory behavior,1
5416,GO:0045917,positive regulation of complement activation,1
5415,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,1
5414,GO:0044830,modulation by host of viral RNA genome replication,1
5413,GO:0039529,RIG-I signaling pathway,1
5412,GO:0035902,response to immobilization stress,1
5411,GO:0035632,mitochondrial prohibitin complex,1
5911,GO:0034703,cation channel complex,1
5576,GO:0055064,chloride ion homeostasis,1
5410,GO:0032620,interleukin-17 production,1
5579,GO:0005459,UDP-galactose transmembrane transporter activity,1
5426,GO:0071354,cellular response to interleukin-6,1
5567,GO:0097107,postsynaptic density assembly,1
5566,GO:0071532,ankyrin repeat binding,1
5557,GO:0042048,olfactory behavior,1
5553,GO:0007610,behavior,1
5437,GO:0008203,cholesterol metabolic process,1
5915,GO:0051117,ATPase binding,1
5914,GO:0050774,negative regulation of dendrite morphogenesis,1
5913,GO:0042805,actinin binding,1
5912,GO:0036057,slit diaphragm,1
5431,GO:2000323,negative regulation of glucocorticoid receptor signaling pathway,1
5556,GO:0031877,somatostatin receptor binding,1
5558,GO:0046959,habituation,1
5563,GO:0060074,synapse maturation,1
5559,GO:0048854,brain morphogenesis,1
5430,GO:1990051,activation of protein kinase C activity,1
5429,GO:0140374,antiviral innate immune response,1
5428,GO:0072538,T-helper 17 type immune response,1
5560,GO:0050894,determination of affect,1
5561,GO:0051124,synaptic growth at neuromuscular junction,1
5427,GO:0071897,DNA biosynthetic process,1
5562,GO:0060013,righting reflex,1
5580,GO:0005460,UDP-glucose transmembrane transporter activity,1
5409,GO:0031871,proteinase activated receptor binding,1
5408,GO:0031315,extrinsic component of mitochondrial outer membrane,1
5606,GO:0016600,flotillin complex,1
5903,GO:0030008,TRAPP complex,1
5902,GO:1905618,positive regulation of miRNA mediated inhibition of translation,1
5901,GO:0050353,trimethyllysine dioxygenase activity,1
5596,GO:0005326,neurotransmitter transmembrane transporter activity,1
5599,GO:0005334,norepinephrine:sodium symporter activity,1
5603,GO:0015844,monoamine transport,1
5604,GO:0015872,dopamine transport,1
5605,GO:0015874,norepinephrine transport,1
5607,GO:0021984,adenohypophysis development,1
5396,GO:0001552,ovarian follicle atresia,1
5608,GO:0032809,neuronal cell body membrane,1
5391,GO:0019470,4-hydroxyproline catabolic process,1
5609,GO:0035240,dopamine binding,1
5612,GO:0042416,dopamine biosynthetic process,1
5613,GO:0042420,dopamine catabolic process,1
5616,GO:0051591,response to cAMP,1
5951,GO:0006111,regulation of gluconeogenesis,1
5617,GO:0051620,norepinephrine uptake,1
5595,GO:0060348,bone development,1
5399,GO:0001850,complement component C3a binding,1
5407,GO:0031100,animal organ regeneration,1
5910,GO:0032414,positive regulation of ion transmembrane transporter activity,1
5406,GO:0030061,mitochondrial crista,1
5405,GO:0023035,CD40 signaling pathway,1
5581,GO:0008643,carbohydrate transport,1
5582,GO:0015786,UDP-glucose transmembrane transport,1
5948,GO:0070911,global genome nucleotide-excision repair,1
5583,GO:0022857,transmembrane transporter activity,1
5584,GO:0030173,integral component of Golgi membrane,1
5585,GO:0030176,integral component of endoplasmic reticulum membrane,1
5909,GO:0030276,clathrin binding,1
5400,GO:0001851,complement component C3b binding,1
5908,GO:0015279,store-operated calcium channel activity,1
5586,GO:0072334,UDP-galactose transmembrane transport,1
5907,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,1
5906,GO:0006828,manganese ion transport,1
5404,GO:0016575,histone deacetylation,1
5403,GO:0010944,negative regulation of transcription by competitive promoter binding,1
5402,GO:0006851,mitochondrial calcium ion transmembrane transport,1
5401,GO:0002377,immunoglobulin production,1
5552,GO:0043488,regulation of mRNA stability,1
5551,GO:0035067,negative regulation of histone acetylation,1
5440,GO:0016311,dephosphorylation,1
5514,GO:1903955,positive regulation of protein targeting to mitochondrion,1
5507,GO:0019948,SUMO activating enzyme activity,1
5475,GO:0005049,nuclear export signal receptor activity,1
5472,GO:0090382,phagosome maturation,1
5471,GO:0071346,cellular response to interferon-gamma,1
5510,GO:0032446,protein modification by small protein conjugation,1
5511,GO:0033235,positive regulation of protein sumoylation,1
5512,GO:0043008,ATP-dependent protein binding,1
5513,GO:0044388,small protein activating enzyme binding,1
5515,GO:0006661,phosphatidylinositol biosynthetic process,1
5478,GO:0006611,protein export from nucleus,1
5516,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,1
5470,GO:0035526,"retrograde transport, plasma membrane to Golgi",1
5520,GO:0016791,phosphatase activity,1
5521,GO:0019208,phosphatase regulator activity,1
5522,GO:2000805,"negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled",1
5469,GO:0032588,trans-Golgi network membrane,1
5468,GO:0030670,phagocytic vesicle membrane,1
5525,GO:0031402,sodium ion binding,1
5506,GO:0008047,enzyme activator activity,1
5479,GO:0051028,mRNA transport,1
5467,GO:0019068,virion assembly,1
5498,GO:0031290,retinal ganglion cell axon guidance,1
5936,GO:0005160,transforming growth factor beta receptor binding,1
5496,GO:0016199,axon midline choice point recognition,1
5932,GO:2000780,negative regulation of double-strand break repair,1
5931,GO:2000779,regulation of double-strand break repair,1
5493,GO:0003272,endocardial cushion formation,1
5492,GO:0003184,pulmonary valve morphogenesis,1
5491,GO:0003180,aortic valve morphogenesis,1
5497,GO:0021891,olfactory bulb interneuron development,1
5499,GO:0035481,positive regulation of Notch signaling pathway involved in heart induction,1
5480,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",1
5500,GO:0050925,negative regulation of negative chemotaxis,1
5501,GO:0051964,negative regulation of synapse assembly,1
5488,GO:0046833,positive regulation of RNA export from nucleus,1
5487,GO:0097165,nuclear stress granule,1
5486,GO:0050658,RNA transport,1
5485,GO:0010494,cytoplasmic stress granule,1
5504,GO:0061364,apoptotic process involved in luteolysis,1
5505,GO:0004839,ubiquitin activating enzyme activity,1
5526,GO:0048266,behavioral response to pain,1
5527,GO:0001755,neural crest cell migration,1
5550,GO:0032515,negative regulation of phosphoprotein phosphatase activity,1
5448,GO:0046395,carboxylic acid catabolic process,1
5533,GO:0035373,chondroitin sulfate proteoglycan binding,1
5450,GO:0046470,phosphatidylcholine metabolic process,1
5534,GO:0045499,chemorepellent activity,1
5535,GO:0045545,syndecan binding,1
5536,GO:0048842,positive regulation of axon extension involved in axon guidance,1
5539,GO:0060326,cell chemotaxis,1
5540,GO:1990256,signal clustering,1
5449,GO:0046434,organophosphate catabolic process,1
5447,GO:0034445,negative regulation of plasma lipoprotein oxidation,1
5451,GO:0051099,positive regulation of binding,1
5541,GO:2000352,negative regulation of endothelial cell apoptotic process,1
5542,GO:0004864,protein phosphatase inhibitor activity,1
5543,GO:0005811,lipid droplet,1
5446,GO:0034366,spherical high-density lipoprotein particle,1
5443,GO:0032411,positive regulation of transporter activity,1
5442,GO:0019439,aromatic compound catabolic process,1
5441,GO:0019372,lipoxygenase pathway,1
5549,GO:0019888,protein phosphatase regulator activity,1
5918,GO:0007216,G protein-coupled glutamate receptor signaling pathway,1
5452,GO:0070542,response to fatty acid,1
5528,GO:0002043,blood vessel endothelial cell proliferation involved in sprouting angiogenesis,1
5530,GO:0021536,diencephalon development,1
5529,GO:0007267,cell-cell signaling,1
5927,GO:0034450,ubiquitin-ubiquitin ligase activity,1
5464,GO:0000045,autophagosome assembly,1
5926,GO:0000502,proteasome complex,1
5925,GO:0071482,cellular response to light stimulus,1
5463,GO:0019003,GDP binding,1
5924,GO:0070838,divalent metal ion transport,1
5462,GO:1902164,"positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",1
5461,GO:1900182,positive regulation of protein localization to nucleus,1
5453,GO:0102007,acyl-L-homoserine-lactone lactonohydrolase activity,1
5460,GO:0035458,cellular response to interferon-beta,1
5459,GO:0035457,cellular response to interferon-alpha,1
5458,GO:0032731,positive regulation of interleukin-1 beta production,1
5921,GO:0051262,protein tetramerization,1
5920,GO:0046548,retinal rod cell development,1
5919,GO:0035841,new growing cell tip,1
5455,GO:0002218,activation of innate immune response,1
5454,GO:1902617,response to fluoride,1
5618,GO:0051721,protein phosphatase 2A binding,1
5952,GO:0010216,maintenance of DNA methylation,1
5953,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,1
5284,GO:0016235,aggresome,1
5299,GO:0033132,negative regulation of glucokinase activity,1
5298,GO:0032368,regulation of lipid transport,1
5864,GO:0042162,telomeric DNA binding,1
5863,GO:0032214,negative regulation of telomere maintenance via semi-conservative replication,1
5288,GO:0031072,heat shock protein binding,1
5287,GO:0030544,Hsp70 protein binding,1
5286,GO:0019005,SCF ubiquitin ligase complex,1
5285,GO:0016236,macroautophagy,1
5283,GO:0014059,regulation of dopamine secretion,1
5301,GO:0034976,response to endoplasmic reticulum stress,1
5282,GO:0010994,free ubiquitin chain polymerization,1
5281,GO:0010906,regulation of glucose metabolic process,1
5686,GO:0007183,SMAD protein complex assembly,1
5687,GO:0007492,endoderm development,1
5688,GO:0007498,mesoderm development,1
5689,GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation,1
5690,GO:0014033,neural crest cell differentiation,1
5968,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,1
5300,GO:0034620,cellular response to unfolded protein,1
5865,GO:0051000,positive regulation of nitric-oxide synthase activity,1
5691,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,1
5314,GO:0044257,cellular protein catabolic process,1
5319,GO:0051582,positive regulation of neurotransmitter uptake,1
5879,GO:1904357,negative regulation of telomere maintenance via telomere lengthening,1
5878,GO:1904354,negative regulation of telomere capping,1
5318,GO:0051087,chaperone binding,1
5317,GO:0046676,negative regulation of insulin secretion,1
5316,GO:0044828,negative regulation by host of viral genome replication,1
5877,GO:1903824,negative regulation of telomere single strand break repair,1
5315,GO:0044314,protein K27-linked ubiquitination,1
5671,GO:0003190,atrioventricular valve formation,1
5302,GO:0035519,protein K29-linked ubiquitination,1
5672,GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,1
5673,GO:0003220,left ventricular cardiac muscle tissue morphogenesis,1
5674,GO:0003251,positive regulation of cell proliferation involved in heart valve morphogenesis,1
5876,GO:1903770,negative regulation of beta-galactosidase activity,1
5311,GO:0043274,phospholipase binding,1
5306,GO:0042415,norepinephrine metabolic process,1
5677,GO:0006879,cellular iron ion homeostasis,1
5303,GO:0036503,ERAD pathway,1
5969,GO:0045010,actin nucleation,1
5276,GO:0010637,negative regulation of mitochondrial fusion,1
5323,GO:0051881,regulation of mitochondrial membrane potential,1
5243,GO:0008219,cell death,1
5256,GO:1901727,positive regulation of histone deacetylase activity,1
5253,GO:0061154,endothelial tube morphogenesis,1
5846,GO:0030870,Mre11 complex,1
5250,GO:0045785,positive regulation of cell adhesion,1
5249,GO:0045743,positive regulation of fibroblast growth factor receptor signaling pathway,1
5246,GO:0032793,positive regulation of CREB transcription factor activity,1
5245,GO:0032757,positive regulation of interleukin-8 production,1
5244,GO:0030148,sphingolipid biosynthetic process,1
5708,GO:0048663,neuron fate commitment,1
5260,GO:0000266,mitochondrial fission,1
5242,GO:2000300,regulation of synaptic vesicle exocytosis,1
5241,GO:0099171,presynaptic modulation of chemical synaptic transmission,1
5709,GO:0048733,sebaceous gland development,1
5240,GO:0071322,cellular response to carbohydrate stimulus,1
5236,GO:0050861,positive regulation of B cell receptor signaling pathway,1
5710,GO:0048859,formation of anatomical boundary,1
5711,GO:0051098,regulation of binding,1
5712,GO:0051571,positive regulation of histone H3-K4 methylation,1
5257,GO:2000573,positive regulation of DNA biosynthetic process,1
5852,GO:0032204,regulation of telomere maintenance,1
5275,GO:0010636,positive regulation of mitochondrial fusion,1
5702,GO:0035019,somatic stem cell population maintenance,1
5274,GO:0010506,regulation of autophagy,1
5697,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,1
5698,GO:0030513,positive regulation of BMP signaling pathway,1
5699,GO:0032444,activin responsive factor complex,1
5700,GO:0032909,regulation of transforming growth factor beta2 production,1
5974,GO:0051125,regulation of actin nucleation,1
5701,GO:0033686,positive regulation of luteinizing hormone secretion,1
5273,GO:0010498,proteasomal protein catabolic process,1
5270,GO:0006979,response to oxidative stress,1
5853,GO:0032205,negative regulation of telomere maintenance,1
5703,GO:0036302,atrioventricular canal development,1
5704,GO:0042118,endothelial cell activation,1
5705,GO:0042733,embryonic digit morphogenesis,1
5706,GO:0043199,sulfate binding,1
5975,GO:0051693,actin filament capping,1
5265,GO:0001664,G protein-coupled receptor binding,1
5264,GO:0000423,mitophagy,1
5707,GO:0046881,positive regulation of follicle-stimulating hormone secretion,1
5322,GO:0051865,protein autoubiquitination,1
5967,GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,1
5388,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,1
5367,GO:1903542,negative regulation of exosomal secretion,1
5371,GO:1905281,"positive regulation of retrograde transport, endosome to Golgi",1
5370,GO:1904049,negative regulation of spontaneous neurotransmitter secretion,1
5636,GO:0015173,aromatic amino acid transmembrane transporter activity,1
5369,GO:1903861,positive regulation of dendrite extension,1
5368,GO:1903599,positive regulation of autophagy of mitochondrion,1
5639,GO:0015179,L-amino acid transmembrane transporter activity,1
5642,GO:0015196,L-tryptophan transmembrane transporter activity,1
5643,GO:0015349,thyroid hormone transmembrane transporter activity,1
5644,GO:0015804,neutral amino acid transport,1
5893,GO:0070989,oxidative demethylation,1
5645,GO:0015823,phenylalanine transport,1
5366,GO:1903382,negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway,1
5365,GO:1903377,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,1
5364,GO:1903351,cellular response to dopamine,1
5646,GO:0032729,positive regulation of interferon-gamma production,1
5647,GO:0032740,positive regulation of interleukin-17 production,1
5648,GO:0032753,positive regulation of interleukin-4 production,1
5363,GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,1
5372,GO:1905366,negative regulation of intralumenal vesicle formation,1
5635,GO:0002720,positive regulation of cytokine production involved in immune response,1
5649,GO:0042605,peptide antigen binding,1
5379,GO:2000378,negative regulation of reactive oxygen species metabolic process,1
5387,GO:0006562,proline catabolic process,1
5386,GO:0006560,proline metabolic process,1
5621,GO:1990384,hyaloid vascular plexus regression,1
5954,GO:0051090,regulation of DNA-binding transcription factor activity,1
5955,GO:0101005,ubiquitinyl hydrolase activity,1
5896,GO:0080182,histone H3-K4 trimethylation,1
5956,GO:1901537,positive regulation of DNA demethylation,1
5626,GO:0015181,arginine transmembrane transporter activity,1
5378,GO:2000377,regulation of reactive oxygen species metabolic process,1
5634,GO:1903352,L-ornithine transmembrane transport,1
5377,GO:1990452,Parkin-FBXW7-Cul1 ubiquitin ligase complex,1
5376,GO:1990444,F-box domain binding,1
5375,GO:1990381,ubiquitin-specific protease binding,1
5629,GO:0061459,L-arginine transmembrane transporter activity,1
5632,GO:0097639,L-lysine import across plasma membrane,1
5633,GO:0097640,L-ornithine import across plasma membrane,1
5957,GO:1904353,regulation of telomere capping,1
5958,GO:0001951,intestinal D-glucose absorption,1
5362,GO:1903214,regulation of protein targeting to mitochondrion,1
5650,GO:0042908,xenobiotic transport,1
5966,GO:0035729,cellular response to hepatocyte growth factor stimulus,1
5669,GO:0001658,branching involved in ureteric bud morphogenesis,1
5337,GO:0071287,cellular response to manganese ion,1
5336,GO:0070979,protein K11-linked ubiquitination,1
5963,GO:0032432,actin filament bundle,1
5665,GO:0048813,dendrite morphogenesis,1
5888,GO:0014070,response to organic cyclic compound,1
5333,GO:0070842,aggresome assembly,1
5332,GO:0070585,protein localization to mitochondrion,1
5668,GO:0001223,transcription coactivator binding,1
5887,GO:0008198,ferrous iron binding,1
5340,GO:0090201,negative regulation of release of cytochrome c from mitochondria,1
5886,GO:0006211,5-methylcytosine catabolic process,1
5885,GO:2000773,negative regulation of cellular senescence,1
5328,GO:0070050,neuron cellular homeostasis,1
5327,GO:0061734,parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization,1
5670,GO:0001702,gastrulation with mouth forming second,1
5882,GO:1905778,negative regulation of exonuclease activity,1
5964,GO:0032532,regulation of microvillus length,1
5965,GO:0035727,lysophosphatidic acid binding,1
5664,GO:0043588,skin development,1
5341,GO:0097237,cellular response to toxic substance,1
5651,GO:0070327,thyroid hormone transport,1
5661,GO:1904556,L-tryptophan transmembrane transport,1
5359,GO:1902803,regulation of synaptic vesicle transport,1
5959,GO:0008154,actin polymerization or depolymerization,1
5655,GO:0098591,external side of apical plasma membrane,1
5358,GO:1902530,positive regulation of protein linear polyubiquitination,1
5357,GO:1902283,negative regulation of primary amine oxidase activity,1
5356,GO:1902254,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1
5658,GO:1902475,L-alpha-amino acid transmembrane transport,1
5960,GO:0030042,actin filament depolymerization,1
5961,GO:0030175,filopodium,1
5663,GO:0009410,response to xenobiotic stimulus,1
5353,GO:1901800,positive regulation of proteasomal protein catabolic process,1
5352,GO:1901215,negative regulation of neuron death,1
5962,GO:0032233,positive regulation of actin filament bundle assembly,1
5662,GO:1990184,amino acid transport complex,1
5347,GO:0099074,mitochondrion to lysosome transport,1
5346,GO:0099073,mitochondrion-derived vesicle,1
5343,GO:0097602,cullin family protein binding,1
5342,GO:0097413,Lewy body,1
5928,GO:0042307,positive regulation of protein import into nucleus,1
0,GO:0001507,acetylcholine catabolic process in synaptic cleft,1
5069,GO:0022900,electron transport chain,1
3237,GO:0004535,poly(A)-specific ribonuclease activity,1
3267,GO:2000036,regulation of stem cell population maintenance,1
3264,GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",1
3263,GO:0070016,armadillo repeat domain binding,1
3262,GO:0061014,positive regulation of mRNA catabolic process,1
3257,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,1
3256,GO:0042974,retinoic acid receptor binding,1
3251,GO:0033147,negative regulation of intracellular estrogen receptor signaling pathway,1
3250,GO:0030331,estrogen receptor binding,1
3249,GO:0030015,CCR4-NOT core complex,1
3248,GO:0030014,CCR4-NOT complex,1
3245,GO:0010606,positive regulation of cytoplasmic mRNA processing body assembly,1
3238,GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",1
3236,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,1
3471,GO:2000601,positive regulation of Arp2/3 complex-mediated actin nucleation,1
3235,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",1
3234,GO:2000821,regulation of grooming behavior,1
3233,GO:0008037,cell recognition,1
3228,GO:0071205,protein localization to juxtaparanode region of axon,1
3227,GO:0071109,superior temporal gyrus development,1
3222,GO:0045163,clustering of voltage-gated potassium channels,1
3219,GO:0042297,vocal learning,1
3218,GO:0033010,paranodal junction,1
3198,GO:0021794,thalamus development,1
3197,GO:0021761,limbic system development,1
3185,GO:0019226,transmission of nerve impulse,1
3184,GO:0008038,neuron recognition,1
3268,GO:0000900,"translation repressor activity, mRNA regulatory element binding",1
3271,GO:0003730,mRNA 3'-UTR binding,1
3272,GO:0006412,translation,1
3273,GO:0008135,"translation factor activity, RNA binding",1
3467,GO:1903422,negative regulation of synaptic vesicle recycling,1
3464,GO:1900006,positive regulation of dendrite development,1
3463,GO:0099563,modification of synaptic structure,1
3462,GO:0097484,dendrite extension,1
3461,GO:0090725,peripheral region of growth cone,1
3451,GO:0051388,positive regulation of neurotrophin TRK receptor signaling pathway,1
3430,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,1
3427,GO:0034774,secretory granule lumen,1
3412,GO:0030031,cell projection assembly,1
3411,GO:0006417,regulation of translation,1
3410,GO:0005845,mRNA cap binding complex,1
3405,GO:0000902,cell morphogenesis,1
3404,GO:0000340,RNA 7-methylguanosine cap binding,1
3394,GO:0030674,protein-macromolecule adaptor activity,1
3367,GO:0000301,"retrograde transport, vesicle recycling within Golgi",1
3366,GO:1990393,3M complex,1
3357,GO:0036498,IRE1-mediated unfolded protein response,1
3356,GO:0031467,Cul7-RING ubiquitin ligase complex,1
3355,GO:0031461,cullin-RING ubiquitin ligase complex,1
3323,GO:0005680,anaphase-promoting complex,1
3316,GO:0050807,regulation of synapse organization,1
3292,GO:0007043,cell-cell junction assembly,1
3291,GO:2000766,negative regulation of cytoplasmic translation,1
3290,GO:1990124,messenger ribonucleoprotein complex,1
3283,GO:0036294,cellular response to decreased oxygen levels,1
3171,GO:0005112,Notch binding,1
3125,GO:0099553,"trans-synaptic signaling by endocannabinoid, modulating synaptic transmission",1
3124,GO:0060405,regulation of penile erection,1
2987,GO:0006903,vesicle targeting,1
2981,GO:0002162,dystroglycan binding,1
2980,GO:0001578,microtubule bundle formation,1
2966,GO:0071318,cellular response to ATP,1
2961,GO:0032437,cuticular plate,1
2960,GO:0032420,stereocilium,1
2949,GO:1905920,positive regulation of CoA-transferase activity,1
2948,GO:1905906,regulation of amyloid fibril formation,1
2945,GO:1904645,response to amyloid-beta,1
2944,GO:1902991,regulation of amyloid precursor protein catabolic process,1
2943,GO:1902430,negative regulation of amyloid-beta formation,1
2942,GO:1902004,positive regulation of amyloid-beta formation,1
2939,GO:1900273,positive regulation of long-term synaptic potentiation,1
2938,GO:0140059,dendrite arborization,1
2937,GO:0099060,integral component of postsynaptic specialization membrane,1
2936,GO:0098981,cholinergic synapse,1
2935,GO:0098815,modulation of excitatory postsynaptic potential,1
2928,GO:0097061,dendritic spine organization,1
2927,GO:0095500,acetylcholine receptor signaling pathway,1
2922,GO:0060112,generation of ovulation cycle rhythm,1
2915,GO:0051247,positive regulation of protein metabolic process,1
2914,GO:0050893,sensory processing,1
2896,GO:0044853,plasma membrane raft,1
2892,GO:0035095,behavioral response to nicotine,1
2885,GO:0032715,negative regulation of interleukin-6 production,1
2884,GO:0032691,negative regulation of interleukin-1 beta production,1
2982,GO:0005828,kinetochore microtubule,1
2994,GO:0007052,mitotic spindle organization,1
3123,GO:0060259,regulation of feeding behavior,1
3000,GO:0010458,exit from mitosis,1
3117,GO:0051001,negative regulation of nitric-oxide synthase activity,1
3112,GO:0045759,negative regulation of action potential,1
3103,GO:0042593,glucose homeostasis,1
3096,GO:0033602,negative regulation of dopamine secretion,1
3095,GO:0033004,negative regulation of mast cell activation,1
3090,GO:0031999,negative regulation of fatty acid beta-oxidation,1
3089,GO:0031622,positive regulation of fever generation,1
3083,GO:0019222,regulation of metabolic process,1
3075,GO:0014063,negative regulation of serotonin secretion,1
3063,GO:0002866,positive regulation of acute inflammatory response to antigenic stimulus,1
3039,GO:1903690,"negative regulation of wound healing, spreading of epidermal cells",1
3036,GO:0090162,establishment of epithelial cell polarity,1
3035,GO:0090091,positive regulation of extracellular matrix disassembly,1
3029,GO:0070507,regulation of microtubule cytoskeleton organization,1
3028,GO:0051893,regulation of focal adhesion assembly,1
3024,GO:0051010,microtubule plus-end binding,1
3013,GO:0034453,microtubule anchoring,1
3012,GO:0031592,centrosomal corona,1
3011,GO:0031111,negative regulation of microtubule polymerization or depolymerization,1
3010,GO:0031110,regulation of microtubule polymerization or depolymerization,1
3009,GO:0031023,microtubule organizing center organization,1
3008,GO:0030981,cortical microtubule cytoskeleton,1
3007,GO:0030953,astral microtubule organization,1
3006,GO:0010717,regulation of epithelial to mesenchymal transition,1
3001,GO:0010470,regulation of gastrulation,1
3470,GO:1905274,regulation of modification of postsynaptic actin cytoskeleton,1
3472,GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",1
3823,GO:0043546,molybdopterin cofactor binding,1
3699,GO:0046579,positive regulation of Ras protein signal transduction,1
3746,GO:0048050,post-embryonic eye morphogenesis,1
3745,GO:0048048,embryonic eye morphogenesis,1
3744,GO:0045671,negative regulation of osteoclast differentiation,1
3743,GO:0043010,camera-type eye development,1
3742,GO:0035583,sequestering of TGFbeta in extracellular matrix,1
3741,GO:0035582,sequestering of BMP in extracellular matrix,1
3732,GO:0030023,extracellular matrix constituent conferring elasticity,1
3713,GO:0005179,hormone activity,1
3708,GO:0001527,microfibril,1
3704,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,1
3703,GO:0071638,negative regulation of monocyte chemotactic protein-1 production,1
3700,GO:0070433,negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,1
3698,GO:0045175,basal protein localization,1
3475,GO:0043325,"phosphatidylinositol-3,4-bisphosphate binding",1
3697,GO:0045104,intermediate filament cytoskeleton organization,1
3696,GO:0038128,ERBB2 signaling pathway,1
3695,GO:0032495,response to muramyl dipeptide,1
3687,GO:0030056,hemidesmosome,1
3674,GO:0005200,structural constituent of cytoskeleton,1
3673,GO:0005176,ErbB-2 class receptor binding,1
3672,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,1
3671,GO:0022904,respiratory electron transport chain,1
3667,GO:0043968,histone H2A acetylation,1
3666,GO:0035267,NuA4 histone acetyltransferase complex,1
3665,GO:0000812,Swr1 complex,1
