,GO_ID,GO_term,GO_term_count
5960,GO:0002576,platelet degranulation,1
6015,GO:0001947,heart looping,1
6016,GO:0010092,specification of animal organ identity,1
5959,GO:0000149,SNARE binding,1
5958,GO:0043486,histone exchange,1
5957,GO:0016458,gene silencing,1
6017,GO:0021902,commitment of neuronal cell to specific neuron type in forebrain,1
6018,GO:1902667,regulation of axon guidance,1
5643,GO:0009755,hormone-mediated signaling pathway,1
5644,GO:0019221,cytokine-mediated signaling pathway,1
6019,GO:0001093,TFIIB-class transcription factor binding,1
6020,GO:0065004,protein-DNA complex assembly,1
6021,GO:0070888,E-box binding,1
5540,GO:0060074,synapse maturation,1
6014,GO:0001661,conditioned taste aversion,1
5546,GO:0070373,negative regulation of ERK1 and ERK2 cascade,1
6022,GO:0032350,regulation of hormone metabolic process,1
5547,GO:0071257,cellular response to electrical stimulus,1
6002,GO:0070507,regulation of microtubule cytoskeleton organization,1
5626,GO:0060976,coronary vasculature development,1
5558,GO:1901017,negative regulation of potassium ion transmembrane transporter activity,1
6005,GO:0008283,cell population proliferation,1
6006,GO:0032006,regulation of TOR signaling,1
6009,GO:0001835,blastocyst hatching,1
6010,GO:0002021,response to dietary excess,1
5629,GO:0090103,cochlea morphogenesis,1
5630,GO:0090179,planar cell polarity pathway involved in neural tube closure,1
5631,GO:1904929,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway",1
6011,GO:0016042,lipid catabolic process,1
5549,GO:0090344,negative regulation of cell aging,1
5548,GO:0090071,negative regulation of ribosome biogenesis,1
6012,GO:0050872,white fat cell differentiation,1
6013,GO:0060613,fat pad development,1
5632,GO:0000077,DNA damage checkpoint,1
5964,GO:0016082,synaptic vesicle priming,1
5539,GO:0060044,negative regulation of cardiac muscle cell proliferation,1
6023,GO:0043570,maintenance of DNA repeat elements,1
5911,GO:0015385,sodium:proton antiporter activity,1
5658,GO:0042445,hormone metabolic process,1
5533,GO:0051895,negative regulation of focal adhesion assembly,1
5954,GO:0061640,cytoskeleton-dependent cytokinesis,1
5953,GO:0051228,mitotic spindle disassembly,1
5952,GO:0034214,protein hexamerization,1
5951,GO:0032506,cytokinetic process,1
5661,GO:0043560,insulin receptor substrate binding,1
5530,GO:0051717,"inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity",1
5529,GO:0051548,negative regulation of keratinocyte migration,1
5662,GO:0046326,positive regulation of glucose import,1
5526,GO:0050765,negative regulation of phagocytosis,1
5525,GO:0050680,negative regulation of epithelial cell proliferation,1
5663,GO:0046628,positive regulation of insulin receptor signaling pathway,1
5664,GO:0046825,regulation of protein export from nucleus,1
5665,GO:0046887,positive regulation of hormone secretion,1
5666,GO:0048011,neurotrophin TRK receptor signaling pathway,1
5667,GO:0048609,multicellular organismal reproductive process,1
5668,GO:0048839,inner ear development,1
5534,GO:0051896,regulation of protein kinase B signaling,1
5657,GO:0038127,ERBB signaling pathway,1
6024,GO:0045295,gamma-catenin binding,1
5656,GO:0035265,organ growth,1
6025,GO:0046827,positive regulation of protein export from nucleus,1
6026,GO:0048625,myoblast fate commitment,1
5645,GO:0021697,cerebellar cortex formation,1
6027,GO:0071664,catenin-TCF7L2 complex,1
5646,GO:0030159,signaling receptor complex adaptor activity,1
5956,GO:0000812,Swr1 complex,1
5955,GO:0090148,membrane fission,1
5647,GO:0030168,platelet activation,1
5648,GO:0030971,receptor tyrosine kinase binding,1
6028,GO:2000675,negative regulation of type B pancreatic cell apoptotic process,1
5649,GO:0031295,T cell costimulation,1
5650,GO:0032528,microvillus organization,1
5651,GO:0032755,positive regulation of interleukin-6 production,1
5652,GO:0032760,positive regulation of tumor necrosis factor production,1
5653,GO:0033277,abortive mitotic cell cycle,1
5654,GO:0033628,regulation of cell adhesion mediated by integrin,1
5655,GO:0033629,negative regulation of cell adhesion mediated by integrin,1
6001,GO:0051493,regulation of cytoskeleton organization,1
5625,GO:0060026,convergent extension,1
6000,GO:0032874,positive regulation of stress-activated MAPK cascade,1
5588,GO:0048545,response to steroid hormone,1
5590,GO:0071315,cellular response to morphine,1
5593,GO:0071392,cellular response to estradiol stimulus,1
5594,GO:0097338,response to clozapine,1
5988,GO:0006605,protein targeting,1
5595,GO:1901653,cellular response to peptide,1
5596,GO:1903078,positive regulation of protein localization to plasma membrane,1
5989,GO:0006613,cotranslational protein targeting to membrane,1
5990,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,1
5597,GO:1903119,protein localization to actin cytoskeleton,1
5598,GO:1904372,positive regulation of protein localization to actin cortical patch,1
5991,GO:0036498,IRE1-mediated unfolded protein response,1
5599,GO:1904373,response to kainic acid,1
5600,GO:1904386,response to L-phenylalanine derivative,1
5601,GO:1990778,protein localization to cell periphery,1
5602,GO:1990780,cytoplasmic side of dendritic spine plasma membrane,1
5603,GO:2000474,regulation of opioid receptor signaling pathway,1
5992,GO:0045047,protein targeting to ER,1
5589,GO:0061458,reproductive system development,1
5587,GO:0046847,filopodium assembly,1
5624,GO:0045198,establishment of epithelial cell apical/basal polarity,1
5586,GO:0044327,dendritic spine head,1
5985,GO:0050803,regulation of synapse structure or activity,1
5984,GO:0043408,regulation of MAPK cascade,1
5983,GO:0007389,pattern specification process,1
5982,GO:2000367,regulation of acrosomal vesicle exocytosis,1
5579,GO:0031175,neuron projection development,1
5580,GO:0031749,D2 dopamine receptor binding,1
5581,GO:0032515,negative regulation of phosphoprotein phosphatase activity,1
5981,GO:1903296,"positive regulation of glutamate secretion, neurotransmission",1
5582,GO:0034695,response to prostaglandin E,1
5980,GO:0106022,positive regulation of vesicle docking,1
5979,GO:0099525,presynaptic dense core vesicle exocytosis,1
5978,GO:0071346,cellular response to interferon-gamma,1
5977,GO:0070527,platelet aggregation,1
5976,GO:0048787,presynaptic active zone membrane,1
5583,GO:0035094,response to nicotine,1
5584,GO:0035690,cellular response to drug,1
5585,GO:0035902,response to immobilization stress,1
5975,GO:0043306,positive regulation of mast cell degranulation,1
5974,GO:0035542,regulation of SNARE complex assembly,1
5578,GO:0030042,actin filament depolymerization,1
5973,GO:0035493,SNARE complex assembly,1
5566,GO:1990381,ubiquitin-specific protease binding,1
5615,GO:0071276,cellular response to cadmium ion,1
5996,GO:0007257,activation of JUN kinase activity,1
5997,GO:0016740,transferase activity,1
5998,GO:0023014,signal transduction by protein phosphorylation,1
5999,GO:0031098,stress-activated protein kinase signaling cascade,1
5565,GO:1990314,cellular response to insulin-like growth factor stimulus,1
5564,GO:1990090,cellular response to nerve growth factor stimulus,1
5563,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,1
5562,GO:1904668,positive regulation of ubiquitin protein ligase activity,1
5561,GO:1903984,positive regulation of TRAIL-activated apoptotic signaling pathway,1
5618,GO:1901215,negative regulation of neuron death,1
5619,GO:1904550,response to arachidonic acid,1
5620,GO:2000324,positive regulation of glucocorticoid receptor signaling pathway,1
5560,GO:1903690,"negative regulation of wound healing, spreading of epidermal cells",1
5559,GO:1902807,negative regulation of cell cycle G1/S phase transition,1
5623,GO:0003281,ventricular septum development,1
5567,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,1
5568,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,1
5995,GO:0007095,mitotic G2 DNA damage checkpoint,1
5576,GO:0007096,regulation of exit from mitosis,1
5972,GO:0031630,regulation of synaptic vesicle fusion to presynaptic active zone membrane,1
5604,GO:0001965,G-protein alpha-subunit binding,1
5605,GO:0016576,histone dephosphorylation,1
5606,GO:0016791,phosphatase activity,1
5607,GO:0035970,peptidyl-threonine dephosphorylation,1
5577,GO:0008157,protein phosphatase 1 binding,1
5993,GO:0099519,dense core granule cytoskeletal transport,1
5575,GO:0004864,protein phosphatase inhibitor activity,1
5994,GO:0007026,negative regulation of microtubule depolymerization,1
5971,GO:0031091,platelet alpha granule,1
5970,GO:0030141,secretory granule,1
5572,GO:0001560,regulation of cell growth by extracellular stimulus,1
5571,GO:0000164,protein phosphatase type 1 complex,1
5608,GO:0043278,response to morphine,1
5609,GO:0043531,ADP binding,1
5569,GO:2000272,negative regulation of signaling receptor activity,1
5950,GO:0031468,nuclear envelope reassembly,1
6031,GO:0010507,negative regulation of autophagy,1
5949,GO:0031117,positive regulation of microtubule depolymerization,1
5471,GO:0009898,cytoplasmic side of plasma membrane,1
5732,GO:0030695,GTPase regulator activity,1
5733,GO:0045055,regulated exocytosis,1
5734,GO:0046903,secretion,1
5468,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,1
5735,GO:0048786,presynaptic active zone,1
5922,GO:1902600,proton transmembrane transport,1
5921,GO:0098656,anion transmembrane transport,1
6073,GO:1901214,regulation of neuron death,1
5736,GO:0048788,cytoskeleton of presynaptic active zone,1
5467,GO:0005161,platelet-derived growth factor receptor binding,1
5737,GO:0048791,calcium ion-regulated exocytosis of neurotransmitter,1
6076,GO:0019902,phosphatase binding,1
5738,GO:0050790,regulation of catalytic activity,1
6077,GO:0030178,negative regulation of Wnt signaling pathway,1
5739,GO:0050896,response to stimulus,1
6078,GO:0043276,anoikis,1
6079,GO:0046626,regulation of insulin receptor signaling pathway,1
6072,GO:0090650,cellular response to oxygen-glucose deprivation,1
5472,GO:0010043,response to zinc ion,1
5486,GO:0031642,negative regulation of myelination,1
5473,GO:0010666,positive regulation of cardiac muscle cell apoptotic process,1
5722,GO:0060285,cilium-dependent cell motility,1
5485,GO:0021955,central nervous system neuron axonogenesis,1
5723,GO:0060287,epithelial cilium movement involved in determination of left/right asymmetry,1
5724,GO:0072560,type B pancreatic cell maturation,1
5484,GO:0021542,dentate gyrus development,1
5725,GO:2000078,positive regulation of type B pancreatic cell development,1
5929,GO:0050733,RS domain binding,1
5480,GO:0016311,dephosphorylation,1
6068,GO:0051087,chaperone binding,1
5986,GO:0005047,signal recognition particle binding,1
5924,GO:0031492,nucleosomal DNA binding,1
5730,GO:0016079,synaptic vesicle exocytosis,1
5731,GO:0017156,calcium-ion regulated exocytosis,1
5476,GO:0010997,anaphase-promoting complex binding,1
5475,GO:0010977,negative regulation of neuron projection development,1
5923,GO:0006337,nucleosome disassembly,1
5474,GO:0010719,negative regulation of epithelial to mesenchymal transition,1
6080,GO:1901525,negative regulation of mitophagy,1
5740,GO:0060478,acrosomal vesicle exocytosis,1
5741,GO:0061025,membrane fusion,1
6081,GO:0001725,stress fiber,1
5750,GO:0008544,epidermis development,1
5438,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,1
5437,GO:0022624,proteasome accessory complex,1
6084,GO:0001958,endochondral ossification,1
6085,GO:0002040,sprouting angiogenesis,1
5436,GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,1
5435,GO:0008541,"proteasome regulatory particle, lid subcomplex",1
5751,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",1
5434,GO:0006521,regulation of cellular amino acid metabolic process,1
5913,GO:0031547,brain-derived neurotrophic factor receptor signaling pathway,1
5433,GO:0005838,proteasome regulatory particle,1
5752,GO:0043374,"CD8-positive, alpha-beta T cell differentiation",1
5753,GO:0050798,activated T cell proliferation,1
6086,GO:0004714,transmembrane receptor protein tyrosine kinase activity,1
5912,GO:0015386,potassium:proton antiporter activity,1
5432,GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",1
5754,GO:0060004,reflex,1
5439,GO:0031595,nuclear proteasome complex,1
5440,GO:0033209,tumor necrosis factor-mediated signaling pathway,1
5441,GO:0038061,NIK/NF-kappaB signaling,1
5917,GO:0051386,regulation of neurotrophin TRK receptor signaling pathway,1
5455,GO:0004438,phosphatidylinositol-3-phosphatase activity,1
5454,GO:0002902,regulation of B cell apoptotic process,1
5742,GO:1903861,positive regulation of dendrite extension,1
5743,GO:0008502,melatonin receptor activity,1
5744,GO:0035881,amacrine cell differentiation,1
5450,GO:0098977,inhibitory chemical synaptic transmission,1
5449,GO:0021794,thalamus development,1
5446,GO:0007224,smoothened signaling pathway,1
5749,GO:0046549,retinal cone cell development,1
5445,GO:1901990,regulation of mitotic cell cycle phase transition,1
5916,GO:0044308,axonal spine,1
5745,GO:0042462,eye photoreceptor cell development,1
5444,GO:0070498,interleukin-1-mediated signaling pathway,1
5443,GO:0055085,transmembrane transport,1
5442,GO:0038095,Fc-epsilon receptor signaling pathway,1
5748,GO:0046548,retinal rod cell development,1
5721,GO:0060271,cilium assembly,1
5487,GO:0032286,central nervous system myelin maintenance,1
5948,GO:0019896,axonal transport of mitochondrion,1
5511,GO:0046855,inositol phosphate dephosphorylation,1
5509,GO:0046621,negative regulation of organ growth,1
5683,GO:0071260,cellular response to mechanical stimulus,1
5684,GO:0071345,cellular response to cytokine stimulus,1
5685,GO:0040015,negative regulation of multicellular organism growth,1
5506,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,1
5939,GO:2000741,positive regulation of mesenchymal stem cell differentiation,1
5688,GO:0008236,serine-type peptidase activity,1
5505,GO:0045475,locomotor rhythm,1
5938,GO:0071560,cellular response to transforming growth factor beta stimulus,1
5504,GO:0044320,cellular response to leptin stimulus,1
5503,GO:0043647,inositol phosphate metabolic process,1
5502,GO:0043542,endothelial cell migration,1
6042,GO:2000779,regulation of double-strand break repair,1
5689,GO:0010001,glial cell differentiation,1
6043,GO:2000780,negative regulation of double-strand break repair,1
5937,GO:0061036,positive regulation of cartilage development,1
5694,GO:0021511,spinal cord patterning,1
5510,GO:0046685,response to arsenic-containing substance,1
5682,GO:0070102,interleukin-6-mediated signaling pathway,1
5930,GO:0000987,cis-regulatory region sequence-specific DNA binding,1
5681,GO:0061582,intestinal epithelial cell migration,1
6032,GO:0000027,ribosomal large subunit assembly,1
5671,GO:0051428,peptide hormone receptor binding,1
5672,GO:0051463,negative regulation of cortisol secretion,1
5945,GO:0010458,exit from mitosis,1
5518,GO:0048738,cardiac muscle tissue development,1
5944,GO:0008152,metabolic process,1
6035,GO:0000185,activation of MAPKKK activity,1
6036,GO:0070372,regulation of ERK1 and ERK2 cascade,1
6037,GO:2001235,positive regulation of apoptotic signaling pathway,1
5517,GO:0048681,negative regulation of axon regeneration,1
6038,GO:0007185,transmembrane receptor protein tyrosine phosphatase signaling pathway,1
6039,GO:0045599,negative regulation of fat cell differentiation,1
5943,GO:0008089,anterograde axonal transport,1
5940,GO:0001578,microtubule bundle formation,1
5678,GO:0060020,Bergmann glial cell differentiation,1
5679,GO:0060125,negative regulation of growth hormone secretion,1
5680,GO:0060338,regulation of type I interferon-mediated signaling pathway,1
5695,GO:0021517,ventral spinal cord development,1
5499,GO:0043220,Schmidt-Lanterman incisure,1
5498,GO:0042711,maternal behavior,1
5696,GO:0031012,extracellular matrix,1
5712,GO:0021691,cerebellar Purkinje cell layer maturation,1
5713,GO:0021930,cerebellar granule cell precursor proliferation,1
6057,GO:0032868,response to insulin,1
5492,GO:0033198,response to ATP,1
5491,GO:0033137,negative regulation of peptidyl-serine phosphorylation,1
5490,GO:0033032,regulation of myeloid cell apoptotic process,1
5489,GO:0032869,cellular response to insulin stimulus,1
5714,GO:0021942,radial glia guided migration of Purkinje cell,1
5932,GO:0002062,chondrocyte differentiation,1
6062,GO:0042030,ATPase inhibitor activity,1
5715,GO:0048755,branching morphogenesis of a nerve,1
6063,GO:0043379,memory T cell differentiation,1
6064,GO:0045859,regulation of protein kinase activity,1
5488,GO:0032535,regulation of cellular component size,1
5720,GO:0031018,endocrine pancreas development,1
5931,GO:0001502,cartilage condensation,1
6065,GO:0046323,glucose import,1
5711,GO:1902078,positive regulation of lateral motor column neuron migration,1
6056,GO:0032780,negative regulation of ATPase activity,1
5708,GO:0097477,lateral motor column neuron migration,1
5700,GO:0045860,positive regulation of protein kinase activity,1
5697,GO:0032008,positive regulation of TOR signaling,1
5497,GO:0035749,myelin sheath adaxonal region,1
5936,GO:0055059,asymmetric neuroblast division,1
5698,GO:0032793,positive regulation of CREB transcription factor activity,1
5699,GO:0038026,reelin-mediated signaling pathway,1
6044,GO:0002250,adaptive immune response,1
5935,GO:0051216,cartilage development,1
5701,GO:0048265,response to pain,1
5493,GO:0033555,multicellular organismal response to stress,1
6045,GO:0006407,rRNA export from nucleus,1
5702,GO:0051057,positive regulation of small GTPase mediated signal transduction,1
6046,GO:0006417,regulation of translation,1
6047,GO:0006813,potassium ion transport,1
6048,GO:0016242,negative regulation of macroautophagy,1
6049,GO:0030544,Hsp70 protein binding,1
5705,GO:0070326,very-low-density lipoprotein particle receptor binding,1
5570,GO:2000808,negative regulation of synaptic vesicle clustering,1
2130,GO:2000620,positive regulation of histone H4-K16 acetylation,1
5296,GO:0043576,regulation of respiratory gaseous exchange,1
3533,GO:0061550,cranial ganglion development,1
3531,GO:0061324,canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation,1
3530,GO:0061198,fungiform papilla formation,1
3529,GO:0061154,endothelial tube morphogenesis,1
3528,GO:0060916,mesenchymal cell proliferation involved in lung development,1
3525,GO:0060789,hair follicle placode formation,1
3524,GO:0060769,positive regulation of epithelial cell proliferation involved in prostate gland development,1
3523,GO:0060742,epithelial cell differentiation involved in prostate gland development,1
3522,GO:0060492,lung induction,1
3519,GO:0060479,lung cell differentiation,1
3518,GO:0060441,epithelial tube branching involved in lung morphogenesis,1
3517,GO:0060440,trachea formation,1
3510,GO:0060066,oviduct development,1
3509,GO:0051973,positive regulation of telomerase activity,1
3508,GO:0051884,regulation of timing of anagen,1
3507,GO:0051149,positive regulation of muscle cell differentiation,1
3506,GO:0051145,smooth muscle cell differentiation,1
3492,GO:0048643,positive regulation of skeletal muscle tissue development,1
3491,GO:0048617,embryonic foregut morphogenesis,1
3490,GO:0048599,oocyte development,1
3489,GO:0048538,thymus development,1
3488,GO:0048489,synaptic vesicle transport,1
3485,GO:0048145,regulation of fibroblast proliferation,1
3481,GO:0045976,"negative regulation of mitotic cell cycle, embryonic",1
3532,GO:0061549,sympathetic ganglion development,1
3537,GO:0070411,I-SMAD binding,1
3576,GO:2000144,"positive regulation of DNA-templated transcription, initiation",1
3541,GO:0071363,cellular response to growth factor stimulus,1
3574,GO:2000008,regulation of protein localization to cell surface,1
3573,GO:1990909,Wnt signalosome,1
3567,GO:1990791,dorsal root ganglion development,1
3566,GO:1990403,embryonic brain development,1
3565,GO:1990138,neuron projection extension,1
3564,GO:1904954,canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,1
3561,GO:1904888,cranial skeletal system development,1
3560,GO:1904886,beta-catenin destruction complex disassembly,1
3559,GO:1904798,positive regulation of core promoter binding,1
3558,GO:1904793,regulation of euchromatin binding,1
3557,GO:1904501,positive regulation of chromatin-mediated maintenance of transcription,1
3556,GO:1903204,negative regulation of oxidative stress-induced neuron death,1
3555,GO:0098831,presynaptic active zone cytoplasmic component,1
3551,GO:0097718,disordered domain specific binding,1
3550,GO:0097091,synaptic vesicle clustering,1
3549,GO:0090279,regulation of calcium ion import,1
3548,GO:0072182,regulation of nephron tubule epithelial cell differentiation,1
3547,GO:0072079,nephron tubule formation,1
3546,GO:0072054,renal outer medulla development,1
3545,GO:0072053,renal inner medulla development,1
3544,GO:0072033,renal vesicle formation,1
3543,GO:0071944,cell periphery,1
3542,GO:0071681,cellular response to indole-3-methanol,1
3478,GO:0045743,positive regulation of fibroblast growth factor receptor signaling pathway,1
3475,GO:0045669,positive regulation of osteoblast differentiation,1
3472,GO:0045453,bone resorption,1
3469,GO:0045177,apical part of cell,1
3372,GO:0009954,proximal/distal pattern formation,1
3371,GO:0009950,dorsal/ventral axis specification,1
3368,GO:0007403,glial cell fate determination,1
3367,GO:0007398,ectoderm development,1
3359,GO:0005916,fascia adherens,1
3355,GO:0003340,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,1
3354,GO:0003338,metanephros morphogenesis,1
3353,GO:0003266,regulation of secondary heart field cardioblast proliferation,1
3346,GO:0001840,neural plate development,1
3345,GO:0001837,epithelial to mesenchymal transition,1
3344,GO:0001711,endodermal cell fate commitment,1
3341,GO:0001702,gastrulation with mouth forming second,1
3340,GO:0001658,branching involved in ureteric bud morphogenesis,1
3339,GO:0001569,branching involved in blood vessel morphogenesis,1
3329,GO:0000578,embryonic axis specification,1
3323,GO:0071514,genetic imprinting,1
3322,GO:0071459,"protein localization to chromosome, centromeric region",1
3311,GO:0040030,"regulation of molecular function, epigenetic",1
3306,GO:0031060,regulation of histone methylation,1
3305,GO:0016584,nucleosome positioning,1
3304,GO:0010216,maintenance of DNA methylation,1
3284,GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay",1
3275,GO:0071353,cellular response to interleukin-4,1
3373,GO:0010718,positive regulation of epithelial to mesenchymal transition,1
3376,GO:0016327,apicolateral plasma membrane,1
3383,GO:0016600,flotillin complex,1
3434,GO:0034750,Scrib-APC-beta-catenin complex,1
3468,GO:0044338,canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation,1
3467,GO:0044336,canonical Wnt signaling pathway involved in negative regulation of apoptotic process,1
3448,GO:0042129,regulation of T cell proliferation,1
3447,GO:0036520,astrocyte-dopaminergic neuron signaling,1
3446,GO:0036023,embryonic skeletal limb joint morphogenesis,1
3445,GO:0035995,detection of muscle stretch,1
3444,GO:0035635,entry of bacterium into host cell,1
3443,GO:0035315,hair cell differentiation,1
3436,GO:0035112,genitalia morphogenesis,1
3435,GO:0035050,embryonic heart tube development,1
3433,GO:0034333,adherens junction assembly,1
3395,GO:0022009,central nervous system vasculogenesis,1
3432,GO:0033234,negative regulation of protein sumoylation,1
3431,GO:0033077,T cell differentiation in thymus,1
3427,GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter,1
3418,GO:0032212,positive regulation of telomere maintenance via telomerase,1
3417,GO:0031641,regulation of myelination,1
3416,GO:0031528,microvillus membrane,1
3415,GO:0031069,hair follicle morphogenesis,1
3411,GO:0030997,regulation of centriole-centriole cohesion,1
3408,GO:0030877,beta-catenin destruction complex,1
3407,GO:0030539,male genitalia development,1
3575,GO:2000017,positive regulation of determination of dorsal identity,1
3579,GO:0000082,G1/S transition of mitotic cell cycle,1
5293,GO:0042551,neuron maturation,1
3953,GO:0150012,positive regulation of neuron projection arborization,1
3900,GO:0044306,neuron projection terminus,1
3899,GO:0044300,cerebellar mossy fiber,1
3898,GO:0044224,juxtaparanode region of axon,1
859,GO:0006105,succinate metabolic process,1
860,GO:0006536,glutamate metabolic process,1
3884,GO:0035865,cellular response to potassium ion,1
3868,GO:0031812,P2Y1 nucleotide receptor binding,1
3865,GO:0031697,beta-1 adrenergic receptor binding,1
3862,GO:0030863,cortical cytoskeleton,1
3846,GO:0008021,synaptic vesicle,1
878,GO:0042135,neurotransmitter catabolic process,1
3831,GO:0002091,negative regulation of receptor internalization,1
885,GO:0002027,regulation of heart rate,1
886,GO:0003283,atrial septum development,1
3821,GO:0050661,NADP binding,1
3817,GO:0045540,regulation of cholesterol biosynthetic process,1
3816,GO:0033490,cholesterol biosynthetic process via lathosterol,1
3815,GO:0033489,cholesterol biosynthetic process via desmosterol,1
3812,GO:0030176,integral component of endoplasmic reticulum membrane,1
3811,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",1
3810,GO:0016132,brassinosteroid biosynthetic process,1
3809,GO:0016126,sterol biosynthetic process,1
3808,GO:0009918,sterol delta7 reductase activity,1
3952,GO:0098970,postsynaptic neurotransmitter receptor diffusion trapping,1
836,GO:0035063,nuclear speck organization,1
3584,GO:0001831,trophectodermal cellular morphogenesis,1
835,GO:0032783,super elongation complex,1
4030,GO:0004157,dihydropyrimidinase activity,1
4029,GO:0097284,hepatocyte apoptotic process,1
4028,GO:0090116,C-5 methylation of cytosine,1
4022,GO:0071230,cellular response to amino acid stimulus,1
4021,GO:0045814,"negative regulation of gene expression, epigenetic",1
4020,GO:0043046,DNA methylation involved in gamete generation,1
4019,GO:0043045,DNA methylation involved in embryo development,1
4015,GO:0033189,response to vitamin A,1
4014,GO:0010942,positive regulation of cell death,1
4010,GO:0010212,response to ionizing radiation,1
4007,GO:0009008,DNA-methyltransferase activity,1
4001,GO:0006346,DNA methylation-dependent heterochromatin assembly,1
4000,GO:0003886,DNA (cytosine-5-)-methyltransferase activity,1
3999,GO:0001741,XY body,1
3995,GO:1903779,regulation of cardiac conduction,1
3994,GO:0051823,regulation of synapse structural plasticity,1
3983,GO:0031307,integral component of mitochondrial outer membrane,1
3982,GO:0017020,myosin phosphatase regulator activity,1
3981,GO:0014853,regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction,1
3980,GO:0014722,regulation of skeletal muscle contraction by calcium ion signaling,1
3979,GO:0010830,regulation of myotube differentiation,1
3978,GO:0010657,muscle cell apoptotic process,1
3972,GO:0002028,regulation of sodium ion transport,1
3792,GO:0048706,embryonic skeletal system development,1
3791,GO:0033599,regulation of mammary gland epithelial cell proliferation,1
3780,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,1
3777,GO:1903608,protein localization to cytoplasmic stress granule,1
3700,GO:0009615,response to virus,1
3697,GO:0008190,eukaryotic initiation factor 4E binding,1
3694,GO:0007276,gamete generation,1
3667,GO:1901992,positive regulation of mitotic cell cycle phase transition,1
3659,GO:0072576,liver morphogenesis,1
3658,GO:0071630,nuclear protein quality control by the ubiquitin-proteasome system,1
3649,GO:0048208,COPII vesicle coating,1
3648,GO:0045842,positive regulation of mitotic metaphase/anaphase transition,1
3647,GO:0044346,fibroblast apoptotic process,1
3644,GO:0043149,stress fiber assembly,1
3643,GO:0040016,embryonic cleavage,1
3642,GO:0036126,sperm flagellum,1
3641,GO:0035024,negative regulation of Rho protein signal transduction,1
3633,GO:0031461,cullin-RING ubiquitin ligase complex,1
3630,GO:0031208,POZ domain binding,1
3627,GO:0030332,cyclin binding,1
3624,GO:0017145,stem cell division,1
1024,GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,1
3602,GO:0007369,gastrulation,1
3599,GO:0007080,mitotic metaphase plate congression,1
3598,GO:0006513,protein monoubiquitination,1
3592,GO:0005827,polar microtubule,1
3591,GO:0005112,Notch binding,1
3701,GO:0010501,RNA secondary structure unwinding,1
3702,GO:0017111,nucleoside-triphosphatase activity,1
3703,GO:0022627,cytosolic small ribosomal subunit,1
3743,GO:0045070,positive regulation of viral genome replication,1
3776,GO:1902523,positive regulation of protein K63-linked ubiquitination,1
3775,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,1
3769,GO:1901223,negative regulation of NIK/NF-kappaB signaling,1
3768,GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,1
3759,GO:0072559,NLRP3 inflammasome complex,1
3758,GO:0071902,positive regulation of protein serine/threonine kinase activity,1
3757,GO:0071651,positive regulation of chemokine (C-C motif) ligand 5 production,1
3756,GO:0071470,cellular response to osmotic stress,1
3755,GO:0071243,cellular response to arsenic-containing substance,1
3750,GO:0045948,positive regulation of translational initiation,1
3737,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,1
3708,GO:0030307,positive regulation of cell growth,1
3736,GO:0043273,CTPase activity,1
3735,GO:0043186,P granule,1
3734,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,1
3733,GO:0043024,ribosomal small subunit binding,1
3732,GO:0043015,gamma-tubulin binding,1
3731,GO:0042256,mature ribosome assembly,1
3730,GO:0036493,positive regulation of translation in response to endoplasmic reticulum stress,1
3725,GO:0034161,positive regulation of toll-like receptor 8 signaling pathway,1
3724,GO:0034157,positive regulation of toll-like receptor 7 signaling pathway,1
3716,GO:0031954,positive regulation of protein autophosphorylation,1
1070,GO:0031430,M band,1
1073,GO:0031672,A band,1
1074,GO:0033292,T-tubule organization,1
1726,GO:0046622,positive regulation of organ growth,1
1728,GO:0072148,epithelial cell fate commitment,1
1745,GO:0002674,negative regulation of acute inflammatory response,1
1754,GO:0030317,flagellated sperm motility,1
